OBJECTID,src_SA2_MAIN16,nbr_SA2_MAIN16,src_SA2_5DIG16,nbr_SA2_5DIG16,src_SA2_NAME16,nbr_SA2_NAME16,LENGTH,NODE_COUNT
1197,123011433,127011506,11433,11506,Camden - Ellis Lane,Cobbitty - Leppington,8.913661446209959,0
1198,123011434,123011435,11434,11435,Elderslie - Harrington Park,Mount Annan - Currans Hill,9.646605117545287,0
1199,123011434,127011506,11434,11506,Elderslie - Harrington Park,Cobbitty - Leppington,10.665307661502888,0
1200,123011435,123021437,11435,11437,Mount Annan - Currans Hill,Campbelltown - Woodbine,2.903712080683180,0
1201,123011435,123021438,11435,11438,Mount Annan - Currans Hill,Claymore - Eagle Vale - Raby,4.007494527694655,0
1202,123011435,123021444,11435,11444,Mount Annan - Currans Hill,Rosemeadow - Glen Alpine,3.547702323929682,0
1203,123011435,123031446,11435,11446,Mount Annan - Currans Hill,Douglas Park - Appin,4.350313938274105,0
1204,123011435,127011506,11435,11506,Mount Annan - Currans Hill,Cobbitty - Leppington,3.155716409860273,0
1205,123021436,123021437,11436,11437,Bradbury - Wedderburn,Campbelltown - Woodbine,4.498060731557098,0
1206,123021436,123021439,11436,11439,Bradbury - Wedderburn,Holsworthy Military Area,21.895463665022110,0
1207,123021436,123021441,11436,11441,Bradbury - Wedderburn,Leumeah - Minto Heights,2.558890812792513,0
1208,123021436,123021444,11436,11444,Bradbury - Wedderburn,Rosemeadow - Glen Alpine,15.693159714957341,0
1209,123021436,123031446,11436,11446,Bradbury - Wedderburn,Douglas Park - Appin,1.693038449141788,0
1210,123021437,123021438,11437,11438,Campbelltown - Woodbine,Claymore - Eagle Vale - Raby,5.972871303267787,0
1211,123021437,123021441,11437,11441,Campbelltown - Woodbine,Leumeah - Minto Heights,5.891408179775542,0
1212,123021437,123021443,11437,11443,Campbelltown - Woodbine,Minto - St Andrews,2.236496426459758,0
1213,123021437,123021444,11437,11444,Campbelltown - Woodbine,Rosemeadow - Glen Alpine,4.581666133242205,0
1214,123021438,123021440,11438,11440,Claymore - Eagle Vale - Raby,Ingleburn - Denham Court,5.693618305084896,0
1215,123021438,123021443,11438,11443,Claymore - Eagle Vale - Raby,Minto - St Andrews,2.265127854773391,0
1216,123021438,127011506,11438,11506,Claymore - Eagle Vale - Raby,Cobbitty - Leppington,8.394425295764020,0
1217,123021439,123021441,11439,11441,Holsworthy Military Area,Leumeah - Minto Heights,13.162634547146279,0
1218,123021439,123031446,11439,11446,Holsworthy Military Area,Douglas Park - Appin,7.144392984646177,0
1219,123021439,127031524,11439,11524,Holsworthy Military Area,Holsworthy - Wattle Grove,11.080100576713534,0
1220,123021439,128021533,11439,11533,Holsworthy Military Area,Heathcote - Waterfall,12.489902744400313,0
1221,123021439,128021535,11439,11535,Holsworthy Military Area,Menai - Lucas Heights - Woronora,7.268042057812309,0
1222,123021439,128021607,11439,11607,Holsworthy Military Area,Engadine,0.000000000000000,1
1223,123021440,123021441,11440,11441,Ingleburn - Denham Court,Leumeah - Minto Heights,2.114998953368590,0
1224,123021440,123021442,11440,11442,Ingleburn - Denham Court,Macquarie Fields - Glenfield,8.925074386474861,0
1225,123021440,123021443,11440,11443,Ingleburn - Denham Court,Minto - St Andrews,6.113630790392127,0
1226,123021440,127011506,11440,11506,Ingleburn - Denham Court,Cobbitty - Leppington,7.382261811287705,0
1227,123021440,127031522,11440,11522,Ingleburn - Denham Court,Casula,0.418458875558919,0
1228,123021440,127031524,11440,11524,Ingleburn - Denham Court,Holsworthy - Wattle Grove,2.191708012334463,0
1229,123021440,127031600,11440,11600,Ingleburn - Denham Court,Prestons - Edmondson Park,5.034464529327842,0
1230,123021441,123021443,11441,11443,Leumeah - Minto Heights,Minto - St Andrews,6.535904407627391,0
1231,123021441,127031524,11441,11524,Leumeah - Minto Heights,Holsworthy - Wattle Grove,0.811775434846590,0
1232,123021442,127031522,11442,11522,Macquarie Fields - Glenfield,Casula,5.167009831511108,0
1233,123021442,127031524,11442,11524,Macquarie Fields - Glenfield,Holsworthy - Wattle Grove,11.103060603420410,0
1234,123021444,123031446,11444,11446,Rosemeadow - Glen Alpine,Douglas Park - Appin,18.038306044606024,0
1235,123031445,123031446,11445,11446,Bargo,Douglas Park - Appin,7.871326669176259,0
1236,123031445,123031447,11445,11447,Bargo,Picton - Tahmoor - Buxton,17.007278127642003,0
1237,123031446,123031447,11446,11447,Douglas Park - Appin,Picton - Tahmoor - Buxton,19.744628972644186,0
1238,123031446,123031448,11446,11448,Douglas Park - Appin,The Oaks - Oakdale,14.102103849176030,0
1239,123031447,123031448,11447,11448,Picton - Tahmoor - Buxton,The Oaks - Oakdale,21.925519196242522,0
1240,123031447,124021456,11447,11456,Picton - Tahmoor - Buxton,Blue Mountains - South,20.612986665841323,0
1241,123031448,124021456,11448,11456,The Oaks - Oakdale,Blue Mountains - South,59.608134679014420,0
1242,123031448,124031465,11448,11465,The Oaks - Oakdale,Warragamba - Silverdale,10.666805323197122,0
1243,123031448,127011505,11448,11505,The Oaks - Oakdale,Austral - Greendale,3.497115704637010,0
1244,123031448,127011506,11448,11506,The Oaks - Oakdale,Cobbitty - Leppington,14.173315409318237,0
1245,124011449,124011451,11449,11451,Blackheath - Megalong Valley,Blue Mountains - North,62.514006985278783,0
1246,124011449,124011452,11449,11452,Blackheath - Megalong Valley,Katoomba - Leura,17.975576026876219,0
1247,124011449,124021456,11449,11456,Blackheath - Megalong Valley,Blue Mountains - South,21.182567037994744,0
1248,124011450,124011454,11450,11454,Blaxland - Warrimoo - Lapstone,Springwood - Winmalee,9.180500116394605,0
1249,124011450,124021456,11450,11456,Blaxland - Warrimoo - Lapstone,Blue Mountains - South,15.559200347435118,0
1250,124011450,124031459,11450,11459,Blaxland - Warrimoo - Lapstone,Emu Plains - Leonay,9.356187339565560,0
1251,124011451,124011452,11451,11452,Blue Mountains - North,Katoomba - Leura,16.851394591165032,0
1252,124011451,124011453,11451,11453,Blue Mountains - North,Lawson - Hazelbrook - Linden,23.275008559504606,0
1253,124011451,124011454,11451,11454,Blue Mountains - North,Springwood - Winmalee,27.132960802886551,0
1254,124011451,124011455,11451,11455,Blue Mountains - North,Wentworth Falls,19.729127534091614,0
1255,124011451,124041468,11451,11468,Blue Mountains - North,Yarramundi - Londonderry,6.111734506251666,0
1256,124011452,124011455,11452,11455,Katoomba - Leura,Wentworth Falls,2.157159219267951,0
1257,124011452,124021456,11452,11456,Katoomba - Leura,Blue Mountains - South,20.729722184315108,0
1258,124011453,124011454,11453,11454,Lawson - Hazelbrook - Linden,Springwood - Winmalee,2.434584458961782,0
1259,124011453,124011455,11453,11455,Lawson - Hazelbrook - Linden,Wentworth Falls,1.722439368453232,0
1260,124011453,124021456,11453,11456,Lawson - Hazelbrook - Linden,Blue Mountains - South,25.990879992096975,0
1261,124011454,124021456,11454,11456,Springwood - Winmalee,Blue Mountains - South,13.541397750648409,0
1262,124011454,124031458,11454,11458,Springwood - Winmalee,Castlereagh - Cranebrook,3.705470636734044,0
1263,124011454,124031459,11454,11459,Springwood - Winmalee,Emu Plains - Leonay,0.373208041423092,0
1264,124011454,124041468,11454,11468,Springwood - Winmalee,Yarramundi - Londonderry,4.241311710443130,0
1265,124011455,124021456,11455,11456,Wentworth Falls,Blue Mountains - South,26.468443801543806,0
1266,124021456,124031459,11456,11459,Blue Mountains - South,Emu Plains - Leonay,0.220067010776323,0
1267,124021456,124031463,11456,11463,Blue Mountains - South,Mulgoa - Luddenham - Orchard Hills,14.027482850772518,0
1268,124021456,124031465,11456,11465,Blue Mountains - South,Warragamba - Silverdale,21.467434317873948,0
1269,124031457,124031458,11457,11458,Cambridge Park,Castlereagh - Cranebrook,4.619027329820837,0
1270,124031457,124031462,11457,11462,Cambridge Park,Kingswood - Werrington,6.842911958596341,0
1271,124031457,124031464,11457,11464,Cambridge Park,Penrith,1.370275584908639,0
1272,124031457,124051581,11457,11581,Cambridge Park,St Marys - North St Marys,1.831207967788531,0
1273,124031458,124031459,11458,11459,Castlereagh - Cranebrook,Emu Plains - Leonay,5.083736162267868,0
1274,124031458,124031464,11458,11464,Castlereagh - Cranebrook,Penrith,4.285721564191401,0
1275,124031458,124041468,11458,11468,Castlereagh - Cranebrook,Yarramundi - Londonderry,28.645906937444160,0
1276,124031458,124051581,11458,11581,Castlereagh - Cranebrook,St Marys - North St Marys,1.924934603414158,0
1277,124031459,124031460,11459,11460,Emu Plains - Leonay,Glenmore Park - Regentville,0.914417391014846,0
1278,124031459,124031461,11459,11461,Emu Plains - Leonay,Jamisontown - South Penrith,1.127081992299143,0
1279,124031459,124031463,11459,11463,Emu Plains - Leonay,Mulgoa - Luddenham - Orchard Hills,1.918562348402122,0
1280,124031459,124031464,11459,11464,Emu Plains - Leonay,Penrith,3.502892270220967,0
1281,124031460,124031461,11460,11461,Glenmore Park - Regentville,Jamisontown - South Penrith,5.494236144371588,0
1282,124031460,124031463,11460,11463,Glenmore Park - Regentville,Mulgoa - Luddenham - Orchard Hills,12.316338475309898,0
1283,124031461,124031462,11461,11462,Jamisontown - South Penrith,Kingswood - Werrington,1.322464315199279,0
1284,124031461,124031463,11461,11463,Jamisontown - South Penrith,Mulgoa - Luddenham - Orchard Hills,1.496677903004636,0
1285,124031461,124031464,11461,11464,Jamisontown - South Penrith,Penrith,4.711271715337331,0
1286,124031462,124031463,11462,11463,Kingswood - Werrington,Mulgoa - Luddenham - Orchard Hills,6.837872631988615,0
1287,124031462,124031464,11462,11464,Kingswood - Werrington,Penrith,1.972284943112472,0
1288,124031462,124051581,11462,11581,Kingswood - Werrington,St Marys - North St Marys,6.614837049290580,0
1289,124031463,124031465,11463,11465,Mulgoa - Luddenham - Orchard Hills,Warragamba - Silverdale,8.823312608399155,0
1290,124031463,124051469,11463,11469,Mulgoa - Luddenham - Orchard Hills,Erskine Park,1.809510234858566,0
1291,124031463,124051470,11463,11470,Mulgoa - Luddenham - Orchard Hills,St Clair,3.353768608359366,0
1292,124031463,124051581,11463,11581,Mulgoa - Luddenham - Orchard Hills,St Marys - North St Marys,0.667454963776392,0
1293,124031463,127011505,11463,11505,Mulgoa - Luddenham - Orchard Hills,Austral - Greendale,10.521380209627871,0
1294,124031463,127011592,11463,11592,Mulgoa - Luddenham - Orchard Hills,Badgerys Creek,12.718411549598908,0
1295,124031463,127021518,11463,11518,Mulgoa - Luddenham - Orchard Hills,Horsley Park - Kemps Creek,9.963686763420812,0
1296,124031465,127011505,11465,11505,Warragamba - Silverdale,Austral - Greendale,6.738344760362391,0
1297,124041466,124041467,11466,11467,Richmond - Clarendon,Windsor - Bligh Park,12.010784067717905,0
1298,124041466,124041468,11466,11468,Richmond - Clarendon,Yarramundi - Londonderry,10.105547572743140,0
1299,124041467,124041468,11467,11468,Windsor - Bligh Park,Yarramundi - Londonderry,7.022579255762389,0
1300,124051469,124051470,11469,11470,Erskine Park,St Clair,4.681230046331899,0
1301,124051469,124051580,11469,11580,Erskine Park,Colyton - Oxley Park,0.434527472297053,0
1302,124051469,127021518,11469,11518,Erskine Park,Horsley Park - Kemps Creek,3.814878589882575,0
1303,124051470,124051580,11470,11580,St Clair,Colyton - Oxley Park,2.854147754620276,0
1304,124051470,124051581,11470,11581,St Clair,St Marys - North St Marys,1.283845087969348,0
1305,124051580,124051581,11580,11581,Colyton - Oxley Park,St Marys - North St Marys,4.491090501316633,0
1306,125011473,125011583,11473,11583,Homebush Bay - Silverwater,Auburn - North,1.934339054724618,0
1307,125011473,125011586,11473,11586,Homebush Bay - Silverwater,Lidcombe,2.900283122746139,0
1308,125011473,125021477,11473,11477,Homebush Bay - Silverwater,Ermington - Rydalmere,0.118121475588361,0
1309,125011473,125041492,11473,11492,Homebush Bay - Silverwater,Parramatta - Rosehill,2.721824635172920,0
1310,125011475,125011586,11475,11586,Rookwood Cemetery,Lidcombe,3.500993445323589,0
1311,125011582,125011583,11582,11583,Auburn - Central,Auburn - North,3.020998459421389,0
1312,125011582,125011584,11582,11584,Auburn - Central,Auburn - South,2.225996775972835,0
1313,125011582,125011586,11582,11586,Auburn - Central,Lidcombe,1.656737600954682,0
1314,125011582,125031481,11582,11481,Auburn - Central,Granville - Clyde,1.259882726393466,0
1315,125011582,125031483,11582,11483,Auburn - Central,Guildford - South Granville,2.187204377065029,0
1316,125011583,125011586,11583,11586,Auburn - North,Lidcombe,1.803481474543493,0
1317,125011583,125031481,11583,11481,Auburn - North,Granville - Clyde,1.418659873167287,0
1318,125011583,125041492,11583,11492,Auburn - North,Parramatta - Rosehill,0.010268992470477,0
1319,125011584,125011585,11584,11585,Auburn - South,Berala,1.924584720076733,0
1320,125011584,125011586,11584,11586,Auburn - South,Lidcombe,0.256477361325302,0
1321,125011584,125011587,11584,11587,Auburn - South,Regents Park,1.751766231460783,0
1322,125011584,125031479,11584,11479,Auburn - South,Chester Hill - Sefton,0.303447593694713,0
1323,125011584,125031483,11584,11483,Auburn - South,Guildford - South Granville,2.067046534421479,0
1324,125011585,125011586,11585,11586,Berala,Lidcombe,3.757324873863827,0
1325,125011585,125011587,11585,11587,Berala,Regents Park,2.991460629557833,0
1326,125011586,125011587,11586,11587,Lidcombe,Regents Park,0.299532110390484,0
1327,125011587,125031479,11587,11479,Regents Park,Chester Hill - Sefton,0.888080052360663,0
1328,125021476,125021478,11476,11478,Carlingford,Oatlands - Dundas Valley,6.086227042014830,0
1329,125021476,125041489,11476,11489,Carlingford,North Parramatta,1.306081563506666,0
1330,125021476,125041490,11476,11490,Carlingford,North Rocks,3.496595744764219,0
1331,125021476,126011495,11476,11495,Carlingford,Epping - North Epping,4.472309505461063,0
1332,125021476,126011496,11476,11496,Carlingford,Pennant Hills - Cheltenham,2.298876074463597,0
1333,125021476,126021497,11476,11497,Carlingford,Eastwood - Denistone,1.268829873158792,0
1334,125021477,125021478,11477,11478,Ermington - Rydalmere,Oatlands - Dundas Valley,4.759886439766283,0
1335,125021477,125041489,11477,11489,Ermington - Rydalmere,North Parramatta,1.170670919232440,0
1336,125021477,125041492,11477,11492,Ermington - Rydalmere,Parramatta - Rosehill,3.667738375533767,0
1337,125021477,126021497,11477,11497,Ermington - Rydalmere,Eastwood - Denistone,0.037756729649399,0
1338,125021477,126021503,11477,11503,Ermington - Rydalmere,West Ryde - Meadowbank,2.769362624673478,0
1339,125021478,125041489,11478,11489,Oatlands - Dundas Valley,North Parramatta,3.696992413872093,0
1340,125021478,126021497,11478,11497,Oatlands - Dundas Valley,Eastwood - Denistone,0.714462456440715,0
1341,125031479,125031480,11479,11480,Chester Hill - Sefton,Fairfield - East,2.472619510971070,0
1342,125031479,125031483,11479,11483,Chester Hill - Sefton,Guildford - South Granville,3.005540503147229,0
1343,125031480,125031483,11480,11483,Fairfield - East,Guildford - South Granville,1.175969665902015,0
1344,125031480,125031484,11480,11484,Fairfield - East,Guildford West - Merrylands West,0.269216616391626,0
1345,125031480,125031487,11480,11487,Fairfield - East,Yennora Industrial,2.602407669729371,0
1346,125031480,127021513,11480,11513,Fairfield - East,Canley Vale - Canley Heights,2.520810927928225,0
1347,125031480,127021515,11480,11515,Fairfield - East,Fairfield,3.861089814288593,0
1348,125031481,125031483,11481,11483,Granville - Clyde,Guildford - South Granville,5.044882960892446,0
1349,125031481,125031484,11481,11484,Granville - Clyde,Guildford West - Merrylands West,0.000000000000000,1
1350,125031481,125031485,11481,11485,Granville - Clyde,Merrylands - Holroyd,3.156025034459747,0
1351,125031481,125041492,11481,11492,Granville - Clyde,Parramatta - Rosehill,3.622105577957834,0
1352,125031482,125031484,11482,11484,Greystanes - Pemulwuy,Guildford West - Merrylands West,0.895845375167924,0
1353,125031482,125031485,11482,11485,Greystanes - Pemulwuy,Merrylands - Holroyd,1.596287496328221,0
1354,125031482,125031486,11482,11486,Greystanes - Pemulwuy,Smithfield Industrial,5.158022257831214,0
1355,125031482,125041588,11482,11588,Greystanes - Pemulwuy,Pendle Hill - Girraween,4.048917350308937,0
1356,125031482,125041589,11482,11589,Greystanes - Pemulwuy,Wentworthville - Westmead,0.000000000000000,1
1357,125031482,127021519,11482,11519,Greystanes - Pemulwuy,Smithfield - Wetherill Park,0.438358190604218,0
1358,125031482,127021521,11482,11521,Greystanes - Pemulwuy,Wetherill Park Industrial,2.179887132320421,0
1359,125031483,125031484,11483,11484,Guildford - South Granville,Guildford West - Merrylands West,1.296912484340611,0
1360,125031483,125031485,11483,11485,Guildford - South Granville,Merrylands - Holroyd,0.000000000000000,1
1361,125031484,125031485,11484,11485,Guildford West - Merrylands West,Merrylands - Holroyd,4.854172752193804,0
1362,125031484,125031486,11484,11486,Guildford West - Merrylands West,Smithfield Industrial,2.621608343711330,0
1363,125031484,125031487,11484,11487,Guildford West - Merrylands West,Yennora Industrial,3.245977152826967,0
1364,125031485,125041492,11485,11492,Merrylands - Holroyd,Parramatta - Rosehill,2.071046495796058,0
1365,125031485,125041588,11485,11588,Merrylands - Holroyd,Pendle Hill - Girraween,0.000000000000000,1
1366,125031485,125041589,11485,11589,Merrylands - Holroyd,Wentworthville - Westmead,3.094029399635801,0
1367,125031486,125031487,11486,11487,Smithfield Industrial,Yennora Industrial,0.146607668418292,0
1368,125031486,127021515,11486,11515,Smithfield Industrial,Fairfield,0.769839717807919,0
1369,125031486,127021519,11486,11519,Smithfield Industrial,Smithfield - Wetherill Park,4.419323623473489,0
1370,125031487,127021515,11487,11515,Yennora Industrial,Fairfield,2.785802972298546,0
1371,125041489,125041490,11489,11490,North Parramatta,North Rocks,3.853039363395998,0
1372,125041489,125041491,11489,11491,North Parramatta,Northmead,1.994636562375034,0
1373,125041489,125041492,11489,11492,North Parramatta,Parramatta - Rosehill,4.043775651105654,0
1374,125041490,125041491,11490,11491,North Rocks,Northmead,5.407505210240876,0
1375,125041491,125041492,11491,11492,Northmead,Parramatta - Rosehill,1.267041831811894,0
1376,125041491,125041493,11491,11493,Northmead,Toongabbie - Constitution Hill,3.593863783718048,0
1377,125041491,125041494,11491,11494,Northmead,Winston Hills,3.095560303782072,0
1378,125041491,125041589,11491,11589,Northmead,Wentworthville - Westmead,1.816483428015848,0
1379,125041492,125041589,11492,11589,Parramatta - Rosehill,Wentworthville - Westmead,2.622319673140155,0
1380,125041493,125041494,11493,11494,Toongabbie - Constitution Hill,Winston Hills,3.243980481765384,0
1381,125041493,125041588,11493,11588,Toongabbie - Constitution Hill,Pendle Hill - Girraween,2.034320897325558,0
1382,125041493,125041589,11493,11589,Toongabbie - Constitution Hill,Wentworthville - Westmead,1.580465188274737,0
1383,125041588,125041589,11588,11589,Pendle Hill - Girraween,Wentworthville - Westmead,2.131550792793676,0
1384,126011495,126011496,11495,11496,Epping - North Epping,Pennant Hills - Cheltenham,5.008383360335878,0
1385,126011495,126021497,11495,11497,Epping - North Epping,Eastwood - Denistone,3.986612093821273,0
1386,126011495,126021500,11495,11500,Epping - North Epping,Macquarie Park - Marsfield,2.868396765844871,0
1387,126021497,126021500,11497,11500,Eastwood - Denistone,Macquarie Park - Marsfield,2.109928707636209,0
1388,126021497,126021503,11497,11503,Eastwood - Denistone,West Ryde - Meadowbank,5.595234564507440,0
1389,126021497,126021591,11497,11591,Eastwood - Denistone,Ryde,1.825037795364612,0
1390,126021498,126021499,11498,11499,Gladesville - Huntleys Point,Hunters Hill - Woolwich,3.260767174087794,0
1391,126021498,126021501,11498,11501,Gladesville - Huntleys Point,North Ryde - East Ryde,0.164684577551643,0
1392,126021498,126021590,11498,11590,Gladesville - Huntleys Point,Putney,0.731815551527706,0
1393,126021498,126021591,11498,11591,Gladesville - Huntleys Point,Ryde,3.927629564010554,0
1394,126021499,126021501,11499,11501,Hunters Hill - Woolwich,North Ryde - East Ryde,0.083563989549114,0
1395,126021500,126021501,11500,11501,Macquarie Park - Marsfield,North Ryde - East Ryde,5.899281382780315,0
1396,126021500,126021591,11500,11591,Macquarie Park - Marsfield,Ryde,0.557648725883513,0
1397,126021501,126021591,11501,11591,North Ryde - East Ryde,Ryde,4.003049661068944,0
1398,126021503,126021591,11503,11591,West Ryde - Meadowbank,Ryde,3.177051621242661,0
1399,126021590,126021591,11590,11591,Putney,Ryde,2.820395409701179,0
1400,127011504,127011594,11504,11594,Ashcroft - Busby - Miller,Green Valley,2.053637319744088,0
1401,127011504,127011595,11504,11595,Ashcroft - Busby - Miller,Hinchinbrook,1.857579032380980,0
1402,127011504,127021509,11504,11509,Ashcroft - Busby - Miller,Bonnyrigg Heights - Bonnyrigg,0.432673677267345,0
1403,127011504,127021512,11504,11512,Ashcroft - Busby - Miller,Cabramatta West - Mount Pritchard,2.568886111161049,0
1404,127011504,127031598,11504,11598,Ashcroft - Busby - Miller,Liverpool,2.774069093855008,0
1405,127011504,127031599,11504,11599,Ashcroft - Busby - Miller,Lurnea - Cartwright,4.713892347129828,0
1406,127011504,127031600,11504,11600,Ashcroft - Busby - Miller,Prestons - Edmondson Park,0.230466554384083,0
1407,127011505,127011506,11505,11506,Austral - Greendale,Cobbitty - Leppington,25.206799923875110,0
1408,127011505,127011592,11505,11592,Austral - Greendale,Badgerys Creek,13.986627369739264,0
1409,127011505,127011593,11505,11593,Austral - Greendale,Cecil Hills,2.519409165470248,0
1410,127011505,127011595,11505,11595,Austral - Greendale,Hinchinbrook,0.957847395091359,0
1411,127011505,127011597,11505,11597,Austral - Greendale,West Hoxton - Middleton Grange,8.489459865834458,0
1412,127011505,127021510,11505,11510,Austral - Greendale,Bossley Park - Abbotsbury,0.113370912407738,0
1413,127011505,127021518,11505,11518,Austral - Greendale,Horsley Park - Kemps Creek,8.634615452966779,0
1414,127011506,127011596,11506,11596,Cobbitty - Leppington,Hoxton Park - Carnes Hill - Horningsea Park,0.384840172467314,0
1415,127011506,127011597,11506,11597,Cobbitty - Leppington,West Hoxton - Middleton Grange,1.812627972627452,0
1416,127011506,127031600,11506,11600,Cobbitty - Leppington,Prestons - Edmondson Park,0.675195830245627,0
1417,127011593,127011594,11593,11594,Cecil Hills,Green Valley,0.695549989319412,0
1418,127011593,127011595,11593,11595,Cecil Hills,Hinchinbrook,2.613608785207098,0
1419,127011593,127021509,11593,11509,Cecil Hills,Bonnyrigg Heights - Bonnyrigg,1.474063111482539,0
1420,127011593,127021510,11593,11510,Cecil Hills,Bossley Park - Abbotsbury,2.632152999953114,0
1421,127011594,127011595,11594,11595,Green Valley,Hinchinbrook,3.625806452100037,0
1422,127011594,127021509,11594,11509,Green Valley,Bonnyrigg Heights - Bonnyrigg,3.189980540396760,0
1423,127011595,127011596,11595,11596,Hinchinbrook,Hoxton Park - Carnes Hill - Horningsea Park,2.126548607544037,0
1424,127011595,127011597,11595,11597,Hinchinbrook,West Hoxton - Middleton Grange,2.165283006534269,0
1425,127011595,127031600,11595,11600,Hinchinbrook,Prestons - Edmondson Park,0.804002455202956,0
1426,127011596,127011597,11596,11597,Hoxton Park - Carnes Hill - Horningsea Park,West Hoxton - Middleton Grange,4.028915839386763,0
1427,127011596,127031600,11596,11600,Hoxton Park - Carnes Hill - Horningsea Park,Prestons - Edmondson Park,5.566592407163991,0
1428,127021509,127021510,11509,11510,Bonnyrigg Heights - Bonnyrigg,Bossley Park - Abbotsbury,0.019539222324190,0
1429,127021509,127021512,11509,11512,Bonnyrigg Heights - Bonnyrigg,Cabramatta West - Mount Pritchard,2.379964948155026,0
1430,127021509,127021514,11509,11514,Bonnyrigg Heights - Bonnyrigg,Edensor Park,3.256514856687597,0
1431,127021509,127021517,11509,11517,Bonnyrigg Heights - Bonnyrigg,Greenfield Park - Prairiewood,0.000000000000000,1
1432,127021509,127021520,11509,11520,Bonnyrigg Heights - Bonnyrigg,St Johns Park - Wakeley,1.690500418054957,0
1433,127021510,127021514,11510,11514,Bossley Park - Abbotsbury,Edensor Park,3.610858003213983,0
1434,127021510,127021517,11510,11517,Bossley Park - Abbotsbury,Greenfield Park - Prairiewood,3.023923111315751,0
1435,127021510,127021518,11510,11518,Bossley Park - Abbotsbury,Horsley Park - Kemps Creek,6.829843715607216,0
1436,127021510,127021519,11510,11519,Bossley Park - Abbotsbury,Smithfield - Wetherill Park,0.564727355018321,0
1437,127021510,127021521,11510,11521,Bossley Park - Abbotsbury,Wetherill Park Industrial,2.457286351142005,0
1438,127021511,127021512,11511,11512,Cabramatta - Lansvale,Cabramatta West - Mount Pritchard,1.892449742322962,0
1439,127021511,127021513,11511,11513,Cabramatta - Lansvale,Canley Vale - Canley Heights,5.366098775078611,0
1440,127021511,127031523,11511,11523,Cabramatta - Lansvale,Chipping Norton - Moorebank,4.985610523988942,0
1441,127021511,127031598,11511,11598,Cabramatta - Lansvale,Liverpool,0.000000000000000,1
1442,127021511,127031601,11511,11601,Cabramatta - Lansvale,Warwick Farm,6.481889971201940,0
1443,127021512,127021513,11512,11513,Cabramatta West - Mount Pritchard,Canley Vale - Canley Heights,1.510548617150585,0
1444,127021512,127021520,11512,11520,Cabramatta West - Mount Pritchard,St Johns Park - Wakeley,0.989081805690053,0
1445,127021512,127031598,11512,11598,Cabramatta West - Mount Pritchard,Liverpool,2.193630743962260,0
1446,127021512,127031601,11512,11601,Cabramatta West - Mount Pritchard,Warwick Farm,0.000000000000000,1
1447,127021513,127021515,11513,11515,Canley Vale - Canley Heights,Fairfield,3.306299134789926,0
1448,127021513,127021516,11513,11516,Canley Vale - Canley Heights,Fairfield - West,3.884898602897094,0
1449,127021513,127021520,11513,11520,Canley Vale - Canley Heights,St Johns Park - Wakeley,1.671247128643828,0
1450,127021514,127021517,11514,11517,Edensor Park,Greenfield Park - Prairiewood,1.789535492012480,0
1451,127021514,127021520,11514,11520,Edensor Park,St Johns Park - Wakeley,0.000000000000000,1
1452,127021515,127021516,11515,11516,Fairfield,Fairfield - West,3.190502498621758,0
1453,127021515,127021519,11515,11519,Fairfield,Smithfield - Wetherill Park,1.272579744193649,0
1454,127021516,127021517,11516,11517,Fairfield - West,Greenfield Park - Prairiewood,1.350721635469642,0
1455,127021516,127021519,11516,11519,Fairfield - West,Smithfield - Wetherill Park,3.313846193307859,0
1456,127021516,127021520,11516,11520,Fairfield - West,St Johns Park - Wakeley,1.268556011208130,0
1457,127021517,127021519,11517,11519,Greenfield Park - Prairiewood,Smithfield - Wetherill Park,2.303156342452654,0
1458,127021517,127021520,11517,11520,Greenfield Park - Prairiewood,St Johns Park - Wakeley,3.219760827282075,0
1459,127021518,127021521,11518,11521,Horsley Park - Kemps Creek,Wetherill Park Industrial,2.799612909346375,0
1460,127021519,127021521,11519,11521,Smithfield - Wetherill Park,Wetherill Park Industrial,4.260462751417274,0
1461,127031522,127031523,11522,11523,Casula,Chipping Norton - Moorebank,0.000000000000000,1
1462,127031522,127031524,11522,11524,Casula,Holsworthy - Wattle Grove,3.161152700055002,0
1463,127031522,127031598,11522,11598,Casula,Liverpool,1.715889388148112,0
1464,127031522,127031599,11522,11599,Casula,Lurnea - Cartwright,1.463632530166351,0
1465,127031522,127031600,11522,11600,Casula,Prestons - Edmondson Park,3.361713436145114,0
1466,127031523,127031524,11523,11524,Chipping Norton - Moorebank,Holsworthy - Wattle Grove,5.993244795291226,0
1467,127031523,127031598,11523,11598,Chipping Norton - Moorebank,Liverpool,1.728857172354270,0
1468,127031523,127031601,11523,11601,Chipping Norton - Moorebank,Warwick Farm,4.952859567683132,0
1469,127031524,127031598,11524,11598,Holsworthy - Wattle Grove,Liverpool,0.000000000000000,1
1470,127031524,128021535,11524,11535,Holsworthy - Wattle Grove,Menai - Lucas Heights - Woronora,7.159166335508919,0
1471,127031598,127031599,11598,11599,Liverpool,Lurnea - Cartwright,2.560523833477989,0
1472,127031598,127031601,11598,11601,Liverpool,Warwick Farm,4.694198563961052,0
1473,127031599,127031600,11599,11600,Lurnea - Cartwright,Prestons - Edmondson Park,6.126608664192725,0
